Gene,Gene_ID,disease_name,disease_id,score,Calculated_Risk_Score,Num_SNPs,Total_Risk_Score,Weighted_Gene_Score,Feature_Type,Gene_Length_bp
SLC22A24,ENSG00000197658,progesterone measurement,EFO_0007004,0.24069025894677573,2.4069878845888764,1,0.5,0.5,transcript,5862.0
SLC22A24,ENSG00000197658,hormone measurement,EFO_0004730,0.24069025894677573,2.4069878845888764,1,0.5,0.5,transcript,5862.0
RPRD2,ENSG00000163125,glucose measurement,EFO_0004468,0.24068569552318242,2.406875461755374,1,0.4,0.4,transcript,21614.0
DBR1,ENSG00000138231,glucose measurement,EFO_0004468,0.2405706761578706,2.4057251930596752,1,0.4,0.4,transcript,21702.0
ZNF697,ENSG00000143067,connective tissue disease,EFO_1001986,0.24042327625355145,2.4048780394668645,3,1.2000000000000002,3.6000000000000005,transcript,5579.0
ZNF675,ENSG00000197372,carnosine measurement,EFO_0010470,0.24035873220289458,2.4036301192556855,1,0.5,0.5,transcript,11683.0
HPSE,ENSG00000173083,blood protein measurement,EFO_0007937,0.24033236276748793,2.4034114754054796,2,0.9,1.8,transcript,20490.0
ADAT2,ENSG00000189007,aortic atherosclerosis,MONDO_0000980,0.24028570854287984,2.402886893909311,1,0.4,0.4,transcript,13419.0
TLR10,ENSG00000174123,hypertension,EFO_0000537,0.24027938837973353,2.402955326014475,3,1.2000000000000002,3.6000000000000005,transcript,22299.0
CPPED1,ENSG00000103381,schizophrenia,MONDO_0005090,0.24026919245802655,2.402729653310694,1,0.4,0.4,transcript,10602.0
RNMT,ENSG00000101654,glomerular filtration rate,OBA_0003747,0.24015319782577915,2.4015483999672913,1,0.4,0.4,transcript,24358.0
AKAP10,ENSG00000108599,pain measurement,EFO_0010639,0.240135767778295,2.4013928580819828,1,0.4,0.4,transcript,11370.0
AGO3,ENSG00000126070,gastric adenocarcinoma,EFO_0000503,0.24011041066072372,2.4011172727308017,1,0.4,0.4,transcript,30381.0
SLC22A15,ENSG00000163393,monocyte count,EFO_0005091,0.24010911335514226,2.4013401607887763,2,0.8,1.6,transcript,6425.0
F13B,ENSG00000143278,serum albumin amount,OBA_2050068,0.23998705470324766,2.3999784451766284,1,0.5,0.5,transcript,4634.0
FBXO42,ENSG00000037637,smoking initiation,EFO_0005670,0.23995500142746548,2.399585585639706,1,0.4,0.4,transcript,11245.0
LSM6,ENSG00000164167,tooth disease,EFO_1001216,0.23995062708895518,2.3996716797596025,2,0.8,1.6,transcript,9673.0
TPRG1,ENSG00000188001,asthma,MONDO_0004979,0.23992601911838388,2.399360047640183,2,0.8,1.6,transcript,16023.0
FIGNL1,ENSG00000132436,metabolic rate measurement,EFO_0005115,0.23983111057887258,2.398327288327766,1,0.4,0.4,transcript,24718.0
FIGNL1,ENSG00000132436,whole body water mass,EFO_0009805,0.23983111057887258,2.398327288327766,1,0.4,0.4,transcript,24718.0
USP15,ENSG00000135655,ovarian cancer,MONDO_0008170,0.23980455300998835,2.3981286479425137,3,1.2000000000000002,3.6000000000000005,transcript,43312.0
TRDN,ENSG00000186439,heart rate,OBA_1001087,0.2397529686041327,2.3975488894825836,1,0.5,0.5,transcript,26037.0
TMED5,ENSG00000117500,intermediate density lipoprotein measurement,EFO_0008595,0.23970245518820207,2.3970565191475406,1,0.5,0.5,transcript,15641.0
TMED5,ENSG00000117500,free cholesterol:total lipids ratio,EFO_0020945,0.23970245518820207,2.3970565191475406,1,0.5,0.5,transcript,15641.0
KCNN3,ENSG00000143603,apolipoprotein A 1 measurement,EFO_0004614,0.23969571746627139,2.3970762104726537,3,1.2000000000000002,3.6000000000000005,transcript,30243.0
LSM11,ENSG00000155858,systolic blood pressure,EFO_0006335,0.23968539040213224,2.396914814634997,1,0.4,0.4,transcript,6567.0
DOCK1,ENSG00000150760,triglyceride measurement,EFO_0004530,0.2396567503554026,2.396592591361352,1,0.4,0.4,transcript,15944.0
ADAT2,ENSG00000189007,systemic lupus erythematosus,MONDO_0007915,0.23958593609952433,2.395889169475756,1,0.4,0.4,transcript,13419.0
ADAT2,ENSG00000189007,alkaline phosphatase measurement,EFO_0004533,0.23958593609952433,2.395889169475756,1,0.4,0.4,transcript,13419.0
POU2F1,ENSG00000143190,gestational diabetes,EFO_0004593,0.2395687858260918,2.395702870317476,2,0.8,1.6,transcript,106581.0
SLC35F5,ENSG00000115084,serum alanine aminotransferase measurement,EFO_0004735,0.2393963722209247,2.3940344810983323,2,0.8,1.6,transcript,22612.0
NXPH2,ENSG00000144227,mental or behavioural disorder,EFO_0000677,0.23939331173110545,2.3940807732726643,1,0.4,0.4,transcript,2709.0
HNRNPA0,ENSG00000177733,glomerular filtration rate,OBA_0003747,0.23933644944580842,2.3933874486644426,1,0.4,0.4,transcript,17426.0
TAF2,ENSG00000064313,reticulocyte count,EFO_0007986,0.2393061694094138,2.393064487078162,1,0.5,0.5,transcript,179020.0
FIGLA,ENSG00000183733,pernicious anemia,EFO_0005576,0.23930270733794282,2.3937195941550518,1,0.5,0.5,transcript,722.0
ATPSCKMT,ENSG00000150756,Genu valgum,HP_0002857,0.23918929428492147,2.391940652772879,1,0.4,0.4,transcript,8384.0
ATPSCKMT,ENSG00000150756,Genu varum,HP_0002970,0.23918929428492147,2.391940652772879,1,0.4,0.4,transcript,8384.0
ZNF485,ENSG00000198298,angina pectoris,EFO_0003913,0.23912650514197284,2.391362384493507,1,0.5,0.5,transcript,5137.0
TAF1B,ENSG00000115750,erythrocyte volume,OBA_0003460,0.23910413858490306,2.3910957868935308,1,0.5,0.5,transcript,9191.0
BACE2,ENSG00000182240,educational attainment,EFO_0011015,0.23910259355884722,2.3911594915150167,3,1.2000000000000002,3.6000000000000005,transcript,26955.0
ZNF148,ENSG00000163848,eosinophil count,EFO_0004842,0.23909702738607574,2.3909821422404267,1,0.4,0.4,transcript,33703.0
SHOC1,ENSG00000165181,erythrocyte volume,OBA_0003460,0.2390428970361487,2.3905453431123598,3,1.3,3.9000000000000004,transcript,33513.0
PEX13,ENSG00000162928,HbA1c measurement,EFO_0004541,0.23904083335780513,2.3904541630922584,1,0.4,0.4,transcript,8728.0
ZFP1,ENSG00000184517,cardiovascular disease,EFO_0000319,0.23902154905642561,2.3902438432719397,1,0.4,0.4,transcript,14108.0
MTCH2,ENSG00000109919,linoleic acid measurement,EFO_0006807,0.2390188541002726,2.3902479940348305,1,0.4,0.4,transcript,6728.0
GALNT3,ENSG00000115339,lung adenocarcinoma,EFO_0000571,0.23892727146710677,2.389301622671357,1,0.4,0.4,transcript,13837.0
ANOS1,ENSG00000011201,lung adenocarcinoma,EFO_0000571,0.23874289356609435,2.3874804422280307,1,0.4,0.4,transcript,7766.0
NBEAL1,ENSG00000144426,mean reticulocyte volume,EFO_0010701,0.23873478335541926,2.387351687155865,1,0.4,0.4,transcript,103799.0
DUSP22,ENSG00000112679,monocyte percentage of leukocytes,EFO_0007989,0.23871765924264898,2.3872001968169063,1,0.4,0.4,transcript,16946.0
RASSF2,ENSG00000101265,Red cell distribution width,EFO_0009188,0.2387094712256502,2.387195512357302,2,0.8,1.6,transcript,15873.0
TRMT9B,ENSG00000250305,self reported educational attainment,EFO_0004784,0.23866759061746393,2.386817032835818,3,1.2000000000000002,3.6000000000000005,transcript,25509.0
TLR10,ENSG00000174123,atopic asthma,EFO_0010638,0.23864578227347297,2.3866192649518694,3,1.2000000000000002,3.6000000000000005,transcript,22299.0
FYCO1,ENSG00000163820,body mass index,EFO_0004340,0.2386451843454106,2.386476454295181,1,0.4,0.4,transcript,16253.0
MDGA2,ENSG00000139915,body fat percentage,EFO_0007800,0.23841065218396987,2.3841296125283784,1,0.4,0.4,transcript,17323.0
SKP2,ENSG00000145604,ovarian cancer,MONDO_0008170,0.23839541564509467,2.383959179304932,1,0.4,0.4,transcript,79636.0
CLASP2,ENSG00000163539,sitting height measurement,EFO_0011011,0.238356625049499,2.3835723698842752,1,0.4,0.4,transcript,65366.0
SNTG2,ENSG00000172554,aspartate aminotransferase measurement,EFO_0004736,0.23825033575294208,2.3825532477708897,1,0.5,0.5,transcript,10022.0
PLA2R1,ENSG00000153246,platelet crit,EFO_0007985,0.23809306516874615,2.381009843926622,2,0.8,1.6,transcript,20204.0
MRPL32,ENSG00000106591,BMI-adjusted waist-hip ratio,EFO_0007788,0.2380792679037586,2.380875821835341,1,0.4,0.4,transcript,4811.0
PDHX,ENSG00000110435,erythrocyte volume,OBA_0003460,0.23804899598643448,2.3805347276315523,1,0.4,0.4,transcript,8935.0
MTCH2,ENSG00000109919,diabetic eye disease,EFO_0009486,0.23803203850031524,2.3803798380352568,1,0.4,0.4,transcript,6728.0
MTCH2,ENSG00000109919,grip strength measurement,EFO_0006941,0.23803203850031524,2.3803798380352568,1,0.4,0.4,transcript,6728.0
DYNC1I2,ENSG00000077380,breast adenocarcinoma,EFO_0000304,0.23796748992931294,2.379686086226791,1,0.4,0.4,transcript,35756.0
SEC63,ENSG00000025796,connective tissue disease,EFO_1001986,0.23795795309947643,2.3798550552562063,3,1.2000000000000002,3.6000000000000005,transcript,13066.0
PDP1,ENSG00000164951,multinodular goiter,MONDO_0000334,0.23795795309947643,2.3796028982105604,1,0.4,0.4,transcript,17118.0
RALGPS2,ENSG00000116191,aneurysm,EFO_0009659,0.23795795309947643,2.379659065716641,2,0.8,1.6,transcript,20117.0
ING1,ENSG00000153487,P-Selectin measurement,EFO_0008254,0.23795795309947643,2.3796060140456117,1,0.4,0.4,transcript,15104.0
ARPC5,ENSG00000162704,triglyceride measurement,EFO_0004530,0.23770104016073443,2.377037130641758,1,0.4,0.4,transcript,14965.0
UHMK1,ENSG00000152332,neurodegenerative disease,EFO_0005772,0.23764940326358966,2.376620650531226,3,1.2000000000000002,3.6000000000000005,transcript,28432.0
MC2R,ENSG00000185231,hemoglobin measurement,EFO_0004509,0.2376341948115424,2.3764365554947995,1,0.4,0.4,transcript,4228.0
PROK2,ENSG00000163421,serum metabolite measurement,EFO_0005653,0.23760192263673605,2.376534690284886,2,0.8,1.6,transcript,3104.0
TMED5,ENSG00000117500,C-reactive protein measurement,EFO_0004458,0.23752266835716587,2.375258650837179,1,0.5,0.5,transcript,15641.0
KIAA0319,ENSG00000137261,glioblastoma multiforme,EFO_0000519,0.23750315153875262,2.3750439027400394,1,0.4,0.4,transcript,32291.0
MTCH2,ENSG00000109919,visceral adipose tissue quantity,OBA_2045224,0.23750168749082423,2.375076327940347,1,0.4,0.4,transcript,6728.0
DOCK1,ENSG00000150760,educational attainment,EFO_0011015,0.23722984502093394,2.372323538016665,1,0.4,0.4,transcript,15944.0
PDCD5,ENSG00000105185,lysosomal storage disease,MONDO_0002561,0.23720897103859714,2.3721678201301617,1,0.4,0.4,transcript,5121.0
MTCH2,ENSG00000109919,glomerular filtration rate,OBA_0003747,0.23706982974158924,2.370757750447997,1,0.4,0.4,transcript,6728.0
ARPC5,ENSG00000162704,systolic blood pressure,EFO_0006335,0.2370116800435977,2.3701435294703908,1,0.4,0.4,transcript,14965.0
GSTA5,ENSG00000182793,phenylalanine measurement,EFO_0005001,0.23698956079211272,2.3702457479771497,1,0.5,0.5,transcript,1428.0
FIGLA,ENSG00000183733,premature menopause,EFO_0009005,0.23684935631752096,2.369186083950833,1,0.5,0.5,transcript,722.0
METTL2B,ENSG00000165055,X-25265 measurement,EFO_0800917,0.2367681846627729,2.3677844699360477,2,0.8,1.6,transcript,15591.0
FBXO28,ENSG00000143756,osteitis deformans,EFO_0004261,0.23661611076066724,2.3672100953335162,5,2.0,10.0,transcript,9533.0
FBXO28,ENSG00000143756,Subdural hemorrhage,HP_0100309,0.23661611076066724,2.3672100953335162,5,2.0,10.0,transcript,9533.0
SKP2,ENSG00000145604,breast adenocarcinoma,EFO_0000304,0.2365931149178777,2.3659361720327627,1,0.4,0.4,transcript,79636.0
DCK,ENSG00000156136,trauma complication,EFO_0009888,0.2365405990209486,2.3654429758775395,1,0.4,0.4,transcript,10815.0
DCK,ENSG00000156136,medical procedure,EFO_0002571,0.2365405990209486,2.3654429758775395,1,0.4,0.4,transcript,10815.0
DCK,ENSG00000156136,complication,EFO_0009518,0.2365405990209486,2.3654429758775395,1,0.4,0.4,transcript,10815.0
LIN9,ENSG00000183814,ovarian cancer,MONDO_0008170,0.23653110699820917,2.3654159055213397,2,0.8,1.6,transcript,15262.0
PEX7,ENSG00000112357,high density lipoprotein cholesterol measurement,EFO_0004612,0.23647785906239693,2.364821134763514,1,0.4,0.4,transcript,9402.0
SC5D,ENSG00000109929,HbA1c measurement,EFO_0004541,0.23644144410652715,2.364437283849807,1,0.4,0.4,transcript,17511.0
FYB1,ENSG00000082074,hemoglobin measurement,EFO_0004509,0.23637530007062066,2.363772650932184,1,0.5,0.5,transcript,25445.0
NOL9,ENSG00000162408,reticulocyte measurement,EFO_0010700,0.23624243346805154,2.362467037787167,1,0.4,0.4,transcript,9367.0
SMARCC1,ENSG00000173473,breast adenocarcinoma,EFO_0000304,0.23622879675978775,2.362402114704962,2,0.8,1.6,gene_variant,14017.0
SMARCC1,ENSG00000173473,breast adenocarcinoma,EFO_0000304,0.23622879675978775,2.362402114704962,2,0.8,1.6,transcript,14017.0
SMARCC1,ENSG00000173473,breast adenocarcinoma,EFO_0000304,0.23622879675978775,2.362402114704962,2,0.8,1.6,transcript,14017.0
SMARCC1,ENSG00000173473,breast adenocarcinoma,EFO_0000304,0.23622879675978775,2.362402114704962,2,0.8,1.6,gene_variant,14017.0
ALAD,ENSG00000148218,neurodegenerative disease,EFO_0005772,0.23613105899685707,2.3613478999210007,1,0.4,0.4,transcript,10721.0
CPPED1,ENSG00000103381,lymphocyte count,EFO_0004587,0.23612360918507388,2.361273820581167,1,0.4,0.4,transcript,10602.0
GASK1B,ENSG00000164125,bone tissue density,OBA_1000110,0.23611395713726127,2.3613124571239457,3,1.2000000000000002,3.6000000000000005,transcript,20823.0
ZNF716,ENSG00000182111,level of inactive C-alpha-formylglycine-generating enzyme 2 in blood serum,OBA_2043733,0.23611395713726127,2.3640186500674307,6,2.5,15.0,transcript,5210.0
ZNF716,ENSG00000182111,bone tissue density,OBA_1000110,0.23611395713726127,2.3640186500674307,6,2.5,15.0,transcript,5210.0
GASK1B,ENSG00000164125,growth differentiation factor 15 amount,OBA_2050135,0.23611395713726127,2.3613124571239457,3,1.2000000000000002,3.6000000000000005,transcript,20823.0
IL1A,ENSG00000115008,head and neck squamous cell carcinoma,EFO_0000181,0.2360537206483493,2.3607355208117036,1,0.4,0.4,transcript,2017.0
MDGA2,ENSG00000139915,social inhibition quality,OBA_1000278,0.236035755754709,2.3603806482357697,1,0.4,0.4,transcript,17323.0
MDGA2,ENSG00000139915,substance abuse,MONDO_0002491,0.236035755754709,2.3603806482357697,1,0.4,0.4,transcript,17323.0
MDGA2,ENSG00000139915,attention deficit hyperactivity disorder,EFO_0003888,0.236035755754709,2.3603806482357697,1,0.4,0.4,transcript,17323.0
OTULINL,ENSG00000145569,anaphylaxis,MONDO_0100053,0.23602060758421908,2.3602560508546846,1,0.4,0.4,transcript,8004.0
ATF6,ENSG00000118217,serum alanine aminotransferase measurement,EFO_0004735,0.23599305909669613,2.3599369433999433,1,0.4,0.4,transcript,62968.0
DOCK1,ENSG00000150760,diet measurement,EFO_0008111,0.23591686930673747,2.3591937808747003,1,0.4,0.4,transcript,15944.0
RASSF2,ENSG00000101265,Abnormality of refraction,HP_0000539,0.23586273760713536,2.3587281761721535,2,0.8,1.6,transcript,15873.0
RBM44,ENSG00000177483,high density lipoprotein cholesterol measurement,EFO_0004612,0.23584864438700934,2.3585146924576637,1,0.4,0.4,transcript,14160.0
ARAP1,ENSG00000186635,cognitive function measurement,EFO_0008354,0.23584260151103958,2.3584350247281627,1,0.4,0.4,transcript,44397.0
CPPED1,ENSG00000103381,kidney disease,EFO_0003086,0.23583128411237064,2.3583505698541347,1,0.4,0.4,transcript,10602.0
CFAP46,ENSG00000171811,pulse wave reflection index measurement,EFO_0009804,0.23582514807229235,2.358272840941652,1,0.5,0.5,transcript,23408.0
CPPED1,ENSG00000103381,IGF-1 measurement,EFO_0004627,0.23580268700047405,2.3580645987351687,1,0.4,0.4,transcript,10602.0
CPPED1,ENSG00000103381,Abruptio Placentae,EFO_1001754,0.23580268700047405,2.3580645987351687,1,0.4,0.4,transcript,10602.0
SLC22A24,ENSG00000197658,X-11444 measurement,EFO_0021237,0.2356818830380105,2.3569041255012237,1,0.5,0.5,transcript,5862.0
CR1L,ENSG00000197721,Alzheimer disease,MONDO_0004975,0.23552075575407652,2.3553008411228546,1,0.5,0.5,transcript,5360.0
GPM6A,ENSG00000150625,body mass index,EFO_0004340,0.23550901631525603,2.3551083342332855,1,0.4,0.4,transcript,22013.0
EXOC6,ENSG00000138190,disorder of ear,MONDO_0021205,0.23549642881205243,2.354986905391072,1,0.5,0.5,transcript,22107.0
ZNF716,ENSG00000182111,X-11847 measurement,EFO_0021268,0.23537680273292527,2.3566471060240706,6,2.5,15.0,transcript,5210.0
AKR1C1,ENSG00000187134,lung adenocarcinoma,EFO_0000571,0.23536617225601544,2.353800913512743,2,0.8,1.6,transcript,11495.0
EXD1,ENSG00000178997,cardiovascular disease,EFO_0000319,0.2352916097657957,2.352957881842643,1,0.4,0.4,transcript,9573.0
FAM210A,ENSG00000177150,glomerular filtration rate,OBA_0003747,0.23522620387937196,2.3522841847354754,1,0.4,0.4,transcript,18062.0
ZNF24,ENSG00000172466,serum creatinine amount,OBA_2050096,0.23518102367982335,2.3518331096253147,1,0.5,0.5,transcript,21860.0
EXD1,ENSG00000178997,body fat percentage,EFO_0007800,0.23515463296340444,2.3515881138187305,1,0.4,0.4,transcript,9573.0
TMEM68,ENSG00000167904,frozen shoulder,EFO_1000941,0.23497689029654195,2.3497875744866814,1,0.4,0.4,transcript,21423.0
TMEM68,ENSG00000167904,taxonomic microbiome measurement,EFO_0007883,0.23497689029654195,2.3497875744866814,1,0.4,0.4,transcript,21423.0
TMEM68,ENSG00000167904,gut microbiome measurement,EFO_0007874,0.23497689029654195,2.3497875744866814,1,0.4,0.4,transcript,21423.0
LSM6,ENSG00000164167,injury,EFO_0000546,0.23497689029654195,2.34993431183547,2,0.8,1.6,transcript,9673.0
TMEM68,ENSG00000167904,mannonate measurement,EFO_0800971,0.23497689029654195,2.3497875744866814,1,0.4,0.4,transcript,21423.0
ABCB5,ENSG00000004846,atopic asthma,EFO_0010638,0.23497689029654195,2.34979581543262,1,0.4,0.4,transcript,14863.0
KIAA0319,ENSG00000137261,alkaline phosphatase measurement,EFO_0004533,0.2349518576113746,2.349530963466259,1,0.4,0.4,transcript,32291.0
CAV2,ENSG00000105971,Hernia,HP_0100790,0.23494039306017844,2.34942810416799,1,0.4,0.4,transcript,16547.0
EXOC6,ENSG00000138190,erythrocyte volume,OBA_0003460,0.2347349558296447,2.347372175566995,1,0.5,0.5,transcript,22107.0
SLF1,ENSG00000133302,high density lipoprotein cholesterol measurement,EFO_0004612,0.23472709767804292,2.34730588993396,1,0.4,0.4,transcript,11457.0
RGS4,ENSG00000117152,serum amyloid P-component amount,OBA_2050090,0.23469351609746847,2.3470314305294377,2,0.8,1.6,transcript,16620.0
IGFBPL1,ENSG00000137142,post term pregnancy,EFO_0009681,0.2346748861289792,2.348543589276331,4,1.6,6.4,transcript,3566.0
AKR1C1,ENSG00000187134,Lung Abscess,EFO_1001362,0.2346748861289792,2.34688805224238,2,0.8,1.6,transcript,11495.0
RALGPS2,ENSG00000116191,obesity,EFO_0001073,0.2346748861289792,2.3468283960116687,2,0.8,1.6,transcript,20117.0
HNRNPA0,ENSG00000177733,lymphocyte count,EFO_0004587,0.2346748861289792,2.34677181549615,1,0.4,0.4,transcript,17426.0
CDV3,ENSG00000091527,biliary tract disease,EFO_0009534,0.2346748861289792,2.3467749845917774,1,0.4,0.4,transcript,15312.0
AKR1C1,ENSG00000187134,bronchopneumonia,EFO_0007184,0.2346748861289792,2.34688805224238,2,0.8,1.6,transcript,11495.0
CPPED1,ENSG00000103381,self reported educational attainment,EFO_0004784,0.2346221364894929,2.346259093625357,1,0.4,0.4,transcript,10602.0
RPS20,ENSG00000008988,"osteoarthritis, knee",EFO_0004616,0.23460668138079827,2.3460840232904077,1,0.4,0.4,transcript,23243.0
PPP1R9A,ENSG00000158528,lymphocyte count,EFO_0004587,0.23458678389382795,2.345946847082196,3,1.3,3.9000000000000004,transcript,49362.0
TRIT1,ENSG00000043514,apolipoprotein A 1 measurement,EFO_0004614,0.23452736145824843,2.3452888173493878,1,0.4,0.4,transcript,26311.0
SC5D,ENSG00000109929,vertebral column disorder,MONDO_0000812,0.234522086853899,2.3452437113235254,1,0.4,0.4,transcript,17511.0
GLCE,ENSG00000138604,N-acetylmethionine measurement,EFO_0021427,0.234522086853899,2.3453511935369535,2,0.8,1.6,transcript,12277.0
ZNF485,ENSG00000198298,coronary atherosclerosis,MONDO_0021661,0.23440128935331275,2.3441102266069063,1,0.5,0.5,transcript,5137.0
TMED5,ENSG00000117500,platelet crit,EFO_0007985,0.2343239399264611,2.3432713665301312,1,0.5,0.5,transcript,15641.0
ADAT2,ENSG00000189007,carotid artery thickness,OBA_2050108,0.23418960340705275,2.3419258425510403,1,0.4,0.4,transcript,13419.0
ITGA8,ENSG00000077943,breast adenocarcinoma,EFO_0000304,0.2341355134355312,2.3418198903584106,3,1.2000000000000002,3.6000000000000005,transcript,7746.0
KCNN3,ENSG00000143603,pulse wave reflection index measurement,EFO_0009804,0.23412989031136341,2.341417938923574,3,1.2000000000000002,3.6000000000000005,transcript,30243.0
CHFR,ENSG00000072609,lymphocyte count,EFO_0004587,0.23412879304609743,2.341296019766912,1,0.4,0.4,transcript,49448.0
PYGO1,ENSG00000171016,appendicular lean mass,EFO_0004980,0.23397704864343094,2.3400983216970896,4,1.6,6.4,transcript,19522.0
KLRD1,ENSG00000134539,mean corpuscular hemoglobin concentration,EFO_0004528,0.23392463245014816,2.3394108140999337,4,1.7000000000000002,6.800000000000001,transcript,41340.0
ANKRD36B,ENSG00000196912,reticulocyte measurement,EFO_0010700,0.23391682761873,2.339197814794259,1,0.5,0.5,transcript,16927.0
FBXO22,ENSG00000167196,preeclampsia,EFO_0000668,0.2338975234229177,2.3389964330208457,1,0.4,0.4,transcript,18869.0
NRK,ENSG00000123572,anthropometric measurement,EFO_0004302,0.23381643281833897,2.3381895456843353,1,0.4,0.4,transcript,15862.0
THAP1,ENSG00000131931,mean reticulocyte volume,EFO_0010701,0.23378351022540583,2.337914467333423,1,0.4,0.4,transcript,5040.0
ARPC5,ENSG00000162704,diastolic blood pressure,EFO_0006336,0.2336305151911472,2.336331880945886,1,0.4,0.4,transcript,14965.0
ATP12A,ENSG00000075673,ovarian neoplasm,EFO_0003893,0.2335977393981332,2.336026546107161,1,0.4,0.4,transcript,8138.0
ARAP1,ENSG00000186635,self reported educational attainment,EFO_0004784,0.23348421815242595,2.3348511911420267,1,0.4,0.4,transcript,44397.0
ZNF148,ENSG00000163848,low density lipoprotein cholesterol measurement,EFO_0004611,0.2333156328667995,2.333168197047664,1,0.4,0.4,transcript,33703.0
CLDN1,ENSG00000163347,endometrial cancer,MONDO_0011962,0.2331875899156262,2.3335262343806047,4,1.6,6.4,transcript,3878.0
SLCO5A1,ENSG00000137571,platelet count,EFO_0004309,0.23317462525670113,2.3321768045346336,5,2.0,10.0,transcript,23226.0
ARHGAP29,ENSG00000137962,digestive system neoplasm,EFO_0008549,0.23316529727408933,2.3316731984599177,1,0.5,0.5,transcript,24721.0
CPD,ENSG00000108582,alkaline phosphatase measurement,EFO_0004533,0.23315212566613072,2.3315414750195766,1,0.4,0.4,transcript,19784.0
BACH1,ENSG00000156273,cartilage disease,EFO_0005802,0.2331509455734541,2.33186731751043,4,1.6,6.4,transcript,17884.0
CCDC34,ENSG00000109881,hematocrit,EFO_0004348,0.2330988611146646,2.331082134644425,1,0.4,0.4,transcript,4277.0
HNRNPA0,ENSG00000177733,hip circumference,OBA_1000032,0.23308883890769186,2.330911343283277,1,0.4,0.4,transcript,17426.0
SMC6,ENSG00000163029,pancreatic adenocarcinoma,EFO_1000044,0.2330831659119927,2.3308480687031237,1,0.4,0.4,transcript,24376.0
ZNF716,ENSG00000182111,phosphatidylcholine measurement,EFO_0010226,0.23308033026940664,2.333682381388884,6,2.5,15.0,transcript,5210.0
AKR1B10,ENSG00000198074,lung adenocarcinoma,EFO_0000571,0.2330577105869006,2.3307092411755597,1,0.5,0.5,transcript,3784.0
CST9,ENSG00000173335,cystatin B measurement,EFO_0010593,0.2329960171475346,2.3302051194239066,1,0.4,0.4,transcript,1633.0
RAPGEF4,ENSG00000091428,atopic eczema,EFO_0000274,0.23287056316708382,2.3287188177595146,1,0.4,0.4,transcript,30335.0
FIGLA,ENSG00000183733,Premature ovarian insufficiency,HP_0008209,0.23283530845136213,2.3290456052892448,1,0.5,0.5,transcript,722.0
SMC3,ENSG00000108055,ovarian cancer,MONDO_0008170,0.23283530845136213,2.3283616970362293,1,0.4,0.4,transcript,46444.0
PIAS2,ENSG00000078043,ovarian cancer,MONDO_0008170,0.23283530845136213,2.328366474531363,1,0.4,0.4,transcript,29873.0
SMC5,ENSG00000198887,ovarian cancer,MONDO_0008170,0.23283530845136213,2.3284174345779713,1,0.5,0.5,transcript,7770.0
SMC5,ENSG00000198887,endometrial cancer,MONDO_0011962,0.23283530845136213,2.3284174345779713,1,0.5,0.5,transcript,7770.0
TRIM44,ENSG00000166326,lymphocyte count,EFO_0004587,0.23273569663662758,2.327386311241927,1,0.4,0.4,transcript,13631.0
FZD3,ENSG00000104290,Abruptio Placentae,EFO_1001754,0.23273569663662758,2.3273710831829337,1,0.4,0.4,transcript,28335.0
EDEM1,ENSG00000134109,brain volume,OBA_2050009,0.2326576526794995,2.3267095055183993,2,0.8,1.6,transcript,12032.0
ALPK3,ENSG00000136383,creatine kinase measurement,EFO_0004534,0.23264025319746556,2.3264398280119516,1,0.4,0.4,transcript,10725.0
OR4X1,ENSG00000176567,serum creatinine amount,OBA_2050096,0.23246423115235643,2.3251869738329325,1,0.5,0.5,transcript,918.0
SRSF7,ENSG00000115875,chronic lymphocytic leukemia,EFO_0000095,0.2324395949819725,2.324417913360248,1,0.4,0.4,transcript,18212.0
KLRD1,ENSG00000134539,serum alanine aminotransferase measurement,EFO_0004735,0.2324265636699678,2.3244301262981297,4,1.7000000000000002,6.800000000000001,transcript,41340.0
ZNF483,ENSG00000173258,iminodiacetate (IDA) measurement,EFO_0800945,0.23227496778146242,2.3228331589791864,2,0.8,1.6,transcript,19166.0
DOCK1,ENSG00000150760,lung adenocarcinoma,EFO_0000571,0.23223474118749948,2.3223724996823205,1,0.4,0.4,transcript,15944.0
TMED5,ENSG00000117500,sex hormone-binding globulin measurement,EFO_0004696,0.23223299465190647,2.322361913784585,1,0.5,0.5,transcript,15641.0
ZFP90,ENSG00000184939,lymphatic system disease,EFO_0007352,0.2321595619475227,2.3216089746219666,1,0.4,0.4,transcript,29951.0
ZFP90,ENSG00000184939,vein disorder,MONDO_0004634,0.2321595619475227,2.3216089746219666,1,0.4,0.4,transcript,29951.0
ZNF697,ENSG00000143067,platelet count,EFO_0004309,0.23211770950739943,2.3218223720053444,3,1.2000000000000002,3.6000000000000005,transcript,5579.0
RELCH,ENSG00000134444,serum albumin amount,OBA_2050068,0.231963327278169,2.319646991143718,1,0.4,0.4,transcript,29158.0
COQ3,ENSG00000132423,platelet volume,OBA_0003277,0.23191995323351222,2.319350078063387,1,0.4,0.4,transcript,2657.0
SMC6,ENSG00000163029,endometrial cancer,MONDO_0011962,0.23191135881465036,2.3191299977297004,1,0.4,0.4,transcript,24376.0
MUC16,ENSG00000181143,acute myeloid leukemia,EFO_0000222,0.231895093175593,2.318953752105315,1,0.5,0.5,transcript,177283.0
